Make,Model,Year,HP,Cylinders,Transmission,Drive Mode,Vehicle Style,MPG-H,MPG-C,Popularity,Price,HP_Type,Price_class
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,41250,high,mid
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,rear wheel drive,Coupe,24,17,2009,30600,high,mid
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,rear wheel drive,Coupe,24,17,2009,37100,high,mid
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,27900,high,low
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,32700,high,mid
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,40250,high,mid
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,35550,high,mid
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,36100,high,mid
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,rear wheel drive,Coupe,24,17,2009,33200,high,mid
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,37900,high,mid
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,29600,high,low
Nissan,350Z,2007,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,38070,high,mid
Nissan,350Z,2007,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,38900,high,mid
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,rear wheel drive,Coupe,24,17,2009,33840,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,38630,high,mid
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,39630,high,mid
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,rear wheel drive,Coupe,24,17,2009,37740,high,mid
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,41980,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,36280,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,36740,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,40980,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,38680,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,28510,high,low
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,30210,high,mid
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,rear wheel drive,Coupe,24,17,2009,31210,high,mid
Nissan,350Z,2008,306.0,6.0,MANUAL,rear wheel drive,Coupe,25,18,2009,33340,high,mid
Nissan,350Z,2008,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,37280,high,mid
Nissan,350Z,2009,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,41570,high,mid
Nissan,350Z,2009,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,36870,high,mid
Nissan,350Z,2009,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,42570,high,mid
Nissan,350Z,2009,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,37870,high,mid
Nissan,350Z,2009,306.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,39220,high,mid
Nissan,350Z,2009,306.0,6.0,AUTOMATIC,rear wheel drive,Convertible,23,17,2009,40220,high,mid
Ferrari,360,2002,400.0,8.0,MANUAL,rear wheel drive,Convertible,15,10,2774,160829,high,high
Ferrari,360,2002,400.0,8.0,MANUAL,rear wheel drive,Coupe,15,10,2774,140615,high,high
Ferrari,360,2002,400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,15,10,2774,150694,high,high
Ferrari,360,2002,400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,15,10,2774,170829,high,high
Ferrari,360,2003,400.0,8.0,MANUAL,rear wheel drive,Convertible,15,10,2774,165986,high,high
Ferrari,360,2003,400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,15,10,2774,154090,high,high
Ferrari,360,2003,400.0,8.0,MANUAL,rear wheel drive,Coupe,15,10,2774,143860,high,high
Ferrari,360,2003,400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,15,10,2774,176287,high,high
Ferrari,360,2004,400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,15,10,2774,157767,high,high
Ferrari,360,2004,425.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,15,10,2774,187124,high,high
Ferrari,360,2004,400.0,8.0,MANUAL,rear wheel drive,Coupe,15,10,2774,147332,high,high
Ferrari,360,2004,400.0,8.0,MANUAL,rear wheel drive,Convertible,15,10,2774,169900,high,high
Ferrari,360,2004,400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,15,10,2774,180408,high,high
Nissan,370Z,2015,350.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,46790,high,mid
Nissan,370Z,2015,332.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,48100,high,mid
Nissan,370Z,2015,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,29990,high,low
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,41820,high,mid
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,31290,high,mid
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,34870,high,mid
Nissan,370Z,2015,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,33570,high,mid
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,46570,high,mid
Nissan,370Z,2015,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,37970,high,mid
Nissan,370Z,2015,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,37070,high,mid
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,49400,high,mid
Nissan,370Z,2015,332.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,45270,high,mid
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,39270,high,mid
Nissan,370Z,2015,350.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,45490,high,mid
Nissan,370Z,2015,350.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,41990,high,mid
Nissan,370Z,2015,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,38370,high,mid
Nissan,370Z,2015,350.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,43290,high,mid
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,41820,high,mid
Nissan,370Z,2016,332.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,48100,high,mid
Nissan,370Z,2016,350.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,43290,high,mid
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,39270,high,mid
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,34870,high,mid
Nissan,370Z,2016,350.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,41990,high,mid
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,38370,high,mid
Nissan,370Z,2016,332.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,45270,high,mid
Nissan,370Z,2016,350.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,45490,high,mid
Nissan,370Z,2016,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,29990,high,low
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,46570,high,mid
Nissan,370Z,2016,350.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,46790,high,mid
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,49400,high,mid
Nissan,370Z,2016,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,37070,high,mid
Nissan,370Z,2016,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,31290,high,mid
Nissan,370Z,2016,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,37970,high,mid
Nissan,370Z,2016,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,33570,high,mid
Nissan,370Z,2017,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,37970,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,38370,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,34870,high,mid
Nissan,370Z,2017,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,29990,high,low
Nissan,370Z,2017,350.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,45490,high,mid
Nissan,370Z,2017,350.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,41990,high,mid
Nissan,370Z,2017,332.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,45270,high,mid
Nissan,370Z,2017,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,33570,high,mid
Nissan,370Z,2017,332.0,6.0,MANUAL,rear wheel drive,Convertible,24,17,2009,48100,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,39270,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,46570,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,49400,high,mid
Nissan,370Z,2017,332.0,6.0,MANUAL,rear wheel drive,Coupe,26,18,2009,37070,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Convertible,25,18,2009,41820,high,mid
Nissan,370Z,2017,350.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,46790,high,mid
Nissan,370Z,2017,350.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,43290,high,mid
Nissan,370Z,2017,332.0,6.0,AUTOMATIC,rear wheel drive,Coupe,26,19,2009,31290,high,mid
Mazda,3,2015,184.0,4.0,MANUAL,front wheel drive,Sedan,37,25,586,25045,low,low
Mazda,3,2015,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,28,586,26095,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,23795,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,19595,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,18445,low,low
Mazda,3,2015,184.0,4.0,MANUAL,front wheel drive,Sedan,37,25,586,23845,low,low
Mazda,3,2015,184.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,37,27,586,25395,low,low
Mazda,3,2015,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,28,586,24895,low,low
Mazda,3,2015,184.0,4.0,MANUAL,front wheel drive,4dr Hatchback,35,26,586,25545,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,40,30,586,24295,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,19495,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,40,29,586,20095,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,40,30,586,19995,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,40,30,586,21145,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,40,29,586,23245,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,16945,low,low
Mazda,3,2015,184.0,4.0,MANUAL,front wheel drive,4dr Hatchback,35,26,586,24345,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,20645,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,40,29,586,18945,low,low
Mazda,3,2015,184.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,37,27,586,26595,low,low
Mazda,3,2015,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,22745,low,low
Mazda,3,2015,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,17995,low,low
Mazda,3,2016,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,22545,low,low
Mazda,3,2016,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,21095,low,low
Mazda,3,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,37,27,586,25495,low,low
Mazda,3,2016,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,40,29,586,20745,low,low
Mazda,3,2016,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,40,30,586,24295,low,low
Mazda,3,2016,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,23595,low,low
Mazda,3,2016,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,40,30,586,21795,low,low
Mazda,3,2016,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,17845,low,low
Mazda,3,2016,184.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,37,27,586,26495,low,low
Mazda,3,2016,184.0,4.0,MANUAL,front wheel drive,Sedan,37,25,586,24745,low,low
Mazda,3,2016,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,41,30,586,18895,low,low
Mazda,3,2016,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,40,30,586,19595,low,low
Mazda,3,2016,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,40,29,586,23245,low,low
Mazda,3,2016,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,40,29,586,18545,low,low
Mazda,3,2016,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,28,586,25795,low,low
Mazda,3,2016,155.0,4.0,MANUAL,front wheel drive,Sedan,41,29,586,20045,low,low
Mazda,3,2016,184.0,4.0,MANUAL,front wheel drive,4dr Hatchback,35,26,586,25445,low,low
Mazda,3,2016,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,39,28,586,24795,low,low
Mazda,3,2017,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,37,28,586,21495,low,low
Mazda,3,2017,155.0,4.0,MANUAL,front wheel drive,Sedan,37,27,586,17845,low,low
Mazda,3,2017,184.0,4.0,MANUAL,front wheel drive,Sedan,34,25,586,23145,low,low
Mazda,3,2017,184.0,4.0,AUTOMATIC,front wheel drive,Sedan,36,27,586,24195,low,low
Mazda,3,2017,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,37,28,586,20145,low,low
Mazda,3,2017,184.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,35,26,586,24945,low,low
Mazda,3,2017,184.0,4.0,MANUAL,front wheel drive,4dr Hatchback,33,25,586,23895,low,low
Mazda,3,2017,155.0,4.0,MANUAL,front wheel drive,4dr Hatchback,37,27,586,19095,low,low
Mazda,3,2017,184.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,35,26,586,23445,low,low
Mazda,3,2017,155.0,4.0,AUTOMATIC,front wheel drive,Sedan,37,28,586,18895,low,low
Mazda,3,2017,155.0,4.0,AUTOMATIC,front wheel drive,4dr Hatchback,37,28,586,22245,low,low
Mazda,3,2017,184.0,4.0,MANUAL,front wheel drive,4dr Hatchback,33,25,586,22395,low,low
Mazda,3,2017,155.0,4.0,MANUAL,front wheel drive,Sedan,37,27,586,20445,low,low
BMW,4 Series Gran Coupe,2015,240.0,4.0,AUTOMATIC,all wheel drive,Sedan,33,22,3916,42300,low,mid
BMW,4 Series Gran Coupe,2015,240.0,4.0,AUTOMATIC,rear wheel drive,Sedan,34,23,3916,40300,low,mid
BMW,4 Series Gran Coupe,2015,300.0,6.0,AUTOMATIC,rear wheel drive,Sedan,32,21,3916,45800,high,mid
BMW,4 Series Gran Coupe,2015,300.0,6.0,AUTOMATIC,all wheel drive,Sedan,31,20,3916,47800,high,mid
BMW,4 Series Gran Coupe,2016,240.0,4.0,AUTOMATIC,all wheel drive,Sedan,34,22,3916,43650,low,mid
BMW,4 Series Gran Coupe,2016,300.0,6.0,AUTOMATIC,all wheel drive,Sedan,30,20,3916,49950,high,mid
BMW,4 Series Gran Coupe,2016,300.0,6.0,AUTOMATIC,rear wheel drive,Sedan,31,20,3916,47950,high,mid
BMW,4 Series Gran Coupe,2016,240.0,4.0,AUTOMATIC,rear wheel drive,Sedan,34,23,3916,41650,low,mid
BMW,4 Series Gran Coupe,2017,320.0,6.0,AUTOMATIC,rear wheel drive,Sedan,32,21,3916,48300,high,mid
BMW,4 Series Gran Coupe,2017,320.0,6.0,AUTOMATIC,all wheel drive,Sedan,31,21,3916,50300,high,high
BMW,4 Series Gran Coupe,2017,248.0,4.0,AUTOMATIC,all wheel drive,Sedan,33,23,3916,43950,low,mid
BMW,4 Series Gran Coupe,2017,248.0,4.0,AUTOMATIC,rear wheel drive,Sedan,34,23,3916,41950,low,mid
BMW,4 Series,2015,300.0,6.0,AUTOMATIC,all wheel drive,Convertible,29,20,3916,56900,high,high
BMW,4 Series,2015,300.0,6.0,AUTOMATIC,rear wheel drive,Coupe,32,21,3916,46250,high,mid
BMW,4 Series,2015,240.0,4.0,AUTOMATIC,all wheel drive,Convertible,33,21,3916,50750,low,high
BMW,4 Series,2015,240.0,4.0,AUTOMATIC,all wheel drive,Coupe,33,22,3916,42750,low,mid
BMW,4 Series,2015,240.0,4.0,AUTOMATIC,rear wheel drive,Convertible,34,23,3916,48750,low,mid
BMW,4 Series,2015,300.0,6.0,AUTOMATIC,all wheel drive,Coupe,30,20,3916,48250,high,mid
BMW,4 Series,2015,240.0,4.0,AUTOMATIC,rear wheel drive,Coupe,35,23,3916,40750,low,mid
BMW,4 Series,2015,300.0,6.0,AUTOMATIC,rear wheel drive,Convertible,31,20,3916,54900,high,high
BMW,4 Series,2016,240.0,4.0,AUTOMATIC,all wheel drive,Convertible,33,21,3916,52000,low,high
BMW,4 Series,2016,240.0,4.0,AUTOMATIC,rear wheel drive,Convertible,34,23,3916,50000,low,high
BMW,4 Series,2016,240.0,4.0,MANUAL,rear wheel drive,Coupe,34,22,3916,41850,low,mid
BMW,4 Series,2016,300.0,6.0,AUTOMATIC,all wheel drive,Coupe,30,20,3916,50150,high,high
BMW,4 Series,2016,240.0,4.0,AUTOMATIC,rear wheel drive,Coupe,35,23,3916,41850,low,mid
BMW,4 Series,2016,300.0,6.0,AUTOMATIC,all wheel drive,Convertible,29,20,3916,58950,high,high
BMW,4 Series,2016,240.0,4.0,AUTOMATIC,all wheel drive,Coupe,34,22,3916,43850,low,mid
BMW,4 Series,2016,300.0,6.0,AUTOMATIC,rear wheel drive,Coupe,31,20,3916,48150,high,mid
BMW,4 Series,2016,300.0,6.0,AUTOMATIC,rear wheel drive,Convertible,31,20,3916,56950,high,high
BMW,4 Series,2017,248.0,4.0,AUTOMATIC,rear wheel drive,Convertible,34,23,3916,50300,low,high
BMW,4 Series,2017,248.0,4.0,AUTOMATIC,all wheel drive,Convertible,32,22,3916,52300,low,high
BMW,4 Series,2017,320.0,6.0,AUTOMATIC,all wheel drive,Coupe,31,21,3916,50500,high,high
BMW,4 Series,2017,248.0,4.0,AUTOMATIC,all wheel drive,Coupe,33,23,3916,44150,low,mid
BMW,4 Series,2017,248.0,4.0,AUTOMATIC,rear wheel drive,Coupe,34,23,3916,42150,low,mid
BMW,4 Series,2017,320.0,6.0,AUTOMATIC,all wheel drive,Convertible,30,20,3916,59300,high,high
BMW,4 Series,2017,320.0,6.0,AUTOMATIC,rear wheel drive,Convertible,29,21,3916,57300,high,high
BMW,4 Series,2017,320.0,6.0,AUTOMATIC,rear wheel drive,Coupe,32,21,3916,48500,high,mid
Mercedes-Benz,400-Class,1992,268.0,8.0,AUTOMATIC,rear wheel drive,Sedan,20,15,617,2168,low,low
Mercedes-Benz,400-Class,1992,282.0,8.0,AUTOMATIC,rear wheel drive,Sedan,16,12,617,2497,low,low
Mercedes-Benz,400-Class,1993,275.0,8.0,AUTOMATIC,rear wheel drive,Sedan,22,16,617,2278,low,low
Mercedes-Benz,400-Class,1993,275.0,8.0,AUTOMATIC,rear wheel drive,Sedan,17,13,617,2650,low,low
Mercedes-Benz,420-Class,1990,201.0,8.0,AUTOMATIC,rear wheel drive,Sedan,17,14,617,2000,low,low
Mercedes-Benz,420-Class,1991,201.0,8.0,AUTOMATIC,rear wheel drive,Sedan,17,14,617,2186,low,low
Ferrari,456M,2001,442.0,12.0,AUTOMATIC,rear wheel drive,Coupe,14,9,2774,223970,high,high
Ferrari,456M,2001,442.0,12.0,MANUAL,rear wheel drive,Coupe,15,9,2774,219775,high,high
Ferrari,456M,2002,442.0,12.0,AUTOMATIC,rear wheel drive,Coupe,14,9,2774,228625,high,high
Ferrari,456M,2002,442.0,12.0,MANUAL,rear wheel drive,Coupe,15,9,2774,224585,high,high
Ferrari,456M,2003,442.0,12.0,AUTOMATIC,rear wheel drive,Coupe,14,9,2774,228625,high,high
Ferrari,456M,2003,442.0,12.0,MANUAL,rear wheel drive,Coupe,15,9,2774,224585,high,high
Ferrari,458 Italia,2013,562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,17,13,2774,257412,high,high
Ferrari,458 Italia,2013,562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,17,13,2774,233509,high,high
Ferrari,458 Italia,2014,562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,17,13,2774,233509,high,high
Ferrari,458 Italia,2014,597.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,17,13,2774,288000,high,high
Ferrari,458 Italia,2014,562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,17,13,2774,257412,high,high
Ferrari,458 Italia,2015,562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,17,13,2774,239340,high,high
Ferrari,458 Italia,2015,562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,17,13,2774,263553,high,high
Ferrari,458 Italia,2015,597.0,8.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,17,13,2774,291744,high,high
Alfa Romeo,4C,2015,237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,34,24,113,63900,low,high
Alfa Romeo,4C,2015,237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,34,24,113,68400,low,high
Alfa Romeo,4C,2015,237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,34,24,113,53900,low,high
Alfa Romeo,4C,2016,237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Coupe,34,24,113,55900,low,high
Alfa Romeo,4C,2016,237.0,4.0,AUTOMATED_MANUAL,rear wheel drive,Convertible,34,24,113,65900,low,high
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,23,17,2031,41365,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,23,17,2031,35740,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,22,17,2031,37615,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,22,17,2031,34695,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,22,17,2031,35725,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,22,17,2031,43400,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,23,17,2031,32820,low,mid
Toyota,4Runner,2014,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,22,17,2031,38645,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,37825,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,43620,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,36115,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,22,17,2031,35950,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,22,17,2031,33210,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,38855,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,22,17,2031,41585,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,35085,low,mid
Toyota,4Runner,2015,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,41310,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,22,17,2031,36690,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,44360,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,39595,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,41850,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,22,17,2031,42325,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,35885,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,38565,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,four wheel drive,4dr SUV,21,17,2031,36915,low,mid
Toyota,4Runner,2016,270.0,6.0,AUTOMATIC,rear wheel drive,4dr SUV,22,17,2031,34010,low,mid
BMW,5 Series Gran Turismo,2015,300.0,6.0,AUTOMATIC,rear wheel drive,4dr Hatchback,28,19,3916,60700,high,high
BMW,5 Series Gran Turismo,2015,445.0,8.0,AUTOMATIC,all wheel drive,4dr Hatchback,24,16,3916,71400,high,high
BMW,5 Series Gran Turismo,2015,300.0,6.0,AUTOMATIC,all wheel drive,4dr Hatchback,26,18,3916,63000,high,high
BMW,5 Series Gran Turismo,2015,445.0,8.0,AUTOMATIC,rear wheel drive,4dr Hatchback,25,16,3916,69100,high,high
BMW,5 Series Gran Turismo,2016,300.0,6.0,AUTOMATIC,all wheel drive,4dr Hatchback,26,18,3916,63200,high,high
BMW,5 Series Gran Turismo,2016,445.0,8.0,AUTOMATIC,all wheel drive,4dr Hatchback,24,16,3916,72500,high,high
BMW,5 Series Gran Turismo,2016,300.0,6.0,AUTOMATIC,rear wheel drive,4dr Hatchback,28,19,3916,60900,high,high
BMW,5 Series Gran Turismo,2017,300.0,6.0,AUTOMATIC,all wheel drive,4dr Hatchback,26,18,3916,63200,high,high
